Mod:Item:MetaData, Localized Name
immersiveengineering:metalDecoration0:6, Generator Block
immersiveengineering:metalDecoration0:7, Radiator Block
immersiveengineering:metalDecoration1:0, Steel Fence
immersiveengineering:metalDecoration1:1, Steel Scaffolding
immersiveengineering:metalDecoration1:2, Steel Scaffolding
immersiveengineering:metalDecoration1:3, Steel Scaffolding
immersiveengineering:metalDecoration1:4, Aluminium Fence
immersiveengineering:metalDecoration1:5, Aluminium Scaffolding
immersiveengineering:metalDecoration1:6, Aluminium Scaffolding
immersiveengineering:metalDecoration1:7, Aluminium Scaffolding
immersiveengineering:metalDecoration2:0, Steel Post
immersiveengineering:metalDecoration2:1, Steel Wallmount
immersiveengineering:metalDecoration2:2, Aluminium Post
immersiveengineering:metalDecoration2:3, Aluminium Wallmount
immersiveengineering:metalDecoration2:4, Lantern
immersiveengineering:connector:0, LV Wire Connector
immersiveengineering:connector:1, LV Wire Relay
immersiveengineering:connector:2, MV Wire Connector
immersiveengineering:connector:3, MV Wire Relay
immersiveengineering:connector:4, HV Wire Connector
immersiveengineering:connector:5, HV Wire Relay
immersiveengineering:connector:6, Structural Cable Connector
immersiveengineering:connector:7, Transformer
immersiveengineering:connector:8, HV Transformer
immersiveengineering:connector:9, Breaker Switch
immersiveengineering:connector:10, Redstone Breaker
immersiveengineering:connector:11, Current Transformer
immersiveengineering:connector:12, Redstone Wire Connector
immersiveengineering:metalDevice0:0, LV Capacitor
immersiveengineering:metalDevice0:1, MV Capacitor
immersiveengineering:metalDevice0:2, HV Capacitor
immersiveengineering:metalDevice0:3, Creative Capacitor
immersiveengineering:metalDevice0:4, Metal Barrel
immersiveengineering:metalDevice0:5, Fluid Pump
immersiveengineering:metalDevice1:0, Blast Furnace Preheater
immersiveengineering:metalDevice1:1, External Heater
immersiveengineering:metalDevice1:2, Kinetic Dynamo
immersiveengineering:metalDevice1:3, Thermoelectric Generator
immersiveengineering:metalDevice1:4, Powered Lantern
immersiveengineering:metalDevice1:5, Charging Station
immersiveengineering:metalDevice1:6, Fluid Pipe
immersiveengineering:metalDevice1:7, Core Sample Drill
immersiveengineering:metalDevice1:8, Tesla Coil
immersiveengineering:metalDevice1:9, Floodlight
immersiveengineering:conveyor, tile.immersiveengineering.conveyor.name
immersiveengineering:material:0, Treated Stick
immersiveengineering:material:1, Iron Rod
immersiveengineering:material:2, Steel Rod
immersiveengineering:material:3, Aluminium Rod
immersiveengineering:material:4, Industrial Hemp Fiber
immersiveengineering:material:5, Tough Fabric
immersiveengineering:material:6, Coal Coke
immersiveengineering:material:7, Slag
immersiveengineering:material:8, Iron Mechanical Component
immersiveengineering:material:9, Steel Mechanical Component
immersiveengineering:material:10, Waterwheel Segment
immersiveengineering:material:11, Windmill Blade
immersiveengineering:material:12, Improved Windmill Blade
immersiveengineering:material:13, Wooden Grip
immersiveengineering:material:14, Revolver Barrel
immersiveengineering:material:15, Revolver Drum
immersiveengineering:material:16, Revolver Hammer
immersiveengineering:material:17, Coke Dust
immersiveengineering:material:18, HOP Graphite Dust
immersiveengineering:material:19, HOP Graphite Ingot
immersiveengineering:material:20, Copper Wire
immersiveengineering:material:21, Electrum Wire
immersiveengineering:material:22, Aluminium Wire
immersiveengineering:material:23, Steel Wire
immersiveengineering:metal:0, Copper Ingot
immersiveengineering:metal:1, Aluminium Ingot
immersiveengineering:metal:2, Lead Ingot
immersiveengineering:metal:3, Silver Ingot
immersiveengineering:metal:4, Nickel Ingot
immersiveengineering:metal:5, Uranium Ingot
immersiveengineering:metal:6, Constantan Ingot
immersiveengineering:metal:7, Electrum Ingot
immersiveengineering:metal:8, Steel Ingot
immersiveengineering:metal:9, Copper Grit
immersiveengineering:metal:10, Aluminium Grit
immersiveengineering:metal:11, Lead Grit
immersiveengineering:metal:12, Silver Grit
immersiveengineering:metal:13, Nickel Grit
immersiveengineering:metal:14, Uranium Grit
immersiveengineering:metal:15, Constantan Grit
immersiveengineering:metal:16, Electrum Grit
immersiveengineering:metal:17, Steel Grit
immersiveengineering:metal:18, Iron Grit
immersiveengineering:metal:19, Gold Grit
immersiveengineering:metal:20, Copper Nugget
immersiveengineering:metal:21, Aluminium Nugget
immersiveengineering:metal:22, Lead Nugget
immersiveengineering:metal:23, Silver Nugget
immersiveengineering:metal:24, Nickel Nugget
immersiveengineering:metal:25, Uranium Nugget
immersiveengineering:metal:26, Constantan Nugget
immersiveengineering:metal:27, Electrum Nugget
immersiveengineering:metal:28, Steel Nugget
immersiveengineering:metal:29, Iron Nugget
immersiveengineering:metal:30, Copper Plate
immersiveengineering:metal:31, Aluminium Plate
immersiveengineering:metal:32, Lead Plate
immersiveengineering:metal:36, Constantan Plate
immersiveengineering:metal:37, Electrum Plate
immersiveengineering:metal:38, Steel Plate
immersiveengineering:metal:39, Iron Plate
immersiveengineering:tool:0, Engineer's Hammer
immersiveengineering:tool:1, Engineer's Wire Cutters
immersiveengineering:tool:2, Engineer's Voltmeter
immersiveengineering:tool:3, Engineer's Manual
immersiveengineering:toolbox, Engineer's Toolbox
immersiveengineering:wirecoil:0, LV Wire Coil
immersiveengineering:wirecoil:1, MV Wire Coil
immersiveengineering:wirecoil:2, HV Wire Coil
immersiveengineering:wirecoil:3, Hemp Rope Coil
immersiveengineering:wirecoil:4, Steel Cable Coil
immersiveengineering:wirecoil:5, Redstone Wire Coil
immersiveengineering:seed:0, Industrial Hemp Seeds
immersiveengineering:drill:0, Mining Drill
immersiveengineering:drillhead:0, Steel Drill Head
immersiveengineering:drillhead:1, Iron Drill Head
immersiveengineering:jerrycan, Jerrycan
immersiveengineering:mold:0, Metal Press Mold: Plate
immersiveengineering:mold:2, Metal Press Mold: Rod
immersiveengineering:mold:3, Metal Press Mold: Bullet Casing
immersiveengineering:mold:4, Metal Press Mold: Wire
immersiveengineering:blueprint, Engineer's Blueprint
immersiveengineering:revolver:0, Revolver
immersiveengineering:revolver:1, Revolver Speedloader
immersiveengineering:bullet:0, Empty Casing
immersiveengineering:bullet:1, Empty Shell
immersiveengineering:bullet:2, Casull Cartridge
immersiveengineering:bullet:2, Armor-Piercing Cartridge
immersiveengineering:bullet:2, Buckshot Cartridge
immersiveengineering:bullet:2, High-Explosive Cartridge
immersiveengineering:bullet:2, Silver Cartridge
immersiveengineering:bullet:2, Dragon's Breath Cartridge
immersiveengineering:bullet:2, Phial Cartridge
immersiveengineering:bullet:2, Flare Cartridge
immersiveengineering:chemthrower, Chemical Thrower
immersiveengineering:railgun, Railgun
immersiveengineering:skyhook, Engineer's Skyhook
immersiveengineering:toolupgrade:0, Pressurized Air Tank
immersiveengineering:toolupgrade:1, Advanced Lubrication System
immersiveengineering:toolupgrade:2, Additional Augers
immersiveengineering:toolupgrade:3, Large Tank
immersiveengineering:toolupgrade:4, Bayonet
immersiveengineering:toolupgrade:5, Extended Magazine
immersiveengineering:toolupgrade:6, Amplifier Electron Tubes
immersiveengineering:toolupgrade:7, Focused Nozzle
immersiveengineering:toolupgrade:8, Precision Scope
immersiveengineering:toolupgrade:9, Additional Capacitors
immersiveengineering:shader, Shader
immersiveengineering:shaderBag, Shader Grabbag
immersiveengineering:earmuffs, Ear Defenders
immersiveengineering:coresample, Core Sample
immersiveengineering:graphiteElectrode, Graphite Electrode
immersiveengineering:faradaySuit_feet, Faraday Boots
immersiveengineering:faradaySuit_legs, Faraday Leggings
immersiveengineering:faradaySuit_chest, Faraday Chestplate
immersiveengineering:faradaySuit_head, Faraday Helmet
immersiveengineering:fluorescentTube, Fluorescent Tube
tconstruct:molten_copper:0, Molten Copper
tconstruct:molten_alubrass:0, Molten Aluminum Brass
tconstruct:molten_aluminum:0, Molten Aluminum
tconstruct:molten_lead:0, Molten Lead
tconstruct:molten_silver:0, Molten Silver
tconstruct:molten_nickel:0, Molten Nickel
tconstruct:molten_electrum:0, Molten Electrum
tconstruct:molten_steel:0, Molten Steel
immersiveengineering:molten_uranium, Molten Uranium
immersiveengineering:molten_constantan, Molten Constantan
ironchest:ironGoldUpgrade, Iron to Gold Chest Upgrade
ironchest:goldDiamondUpgrade, Gold to Diamond Chest Upgrade
ironchest:copperSilverUpgrade, Copper to Silver Chest Upgrade
ironchest:silverGoldUpgrade, Silver to Gold Chest Upgrade
ironchest:copperIronUpgrade, Copper to Iron Chest Upgrade
ironchest:diamondCrystalUpgrade, Diamond to Crystal Chest Upgrade
ironchest:woodIronUpgrade, Wood to Iron Chest Upgrade
ironchest:woodCopperUpgrade, Wood to Copper Chest Upgrade
ironchest:diamondObsidianUpgrade, Diamond to Obsidian Chest Upgrade
ironchest:BlockIronChest:0, Iron Chest
ironchest:BlockIronChest:1, Gold Chest
ironchest:BlockIronChest:2, Diamond Chest
ironchest:BlockIronChest:3, Copper Chest
ironchest:BlockIronChest:4, Silver Chest
ironchest:BlockIronChest:5, Crystal Chest
ironchest:BlockIronChest:6, Obsidian Chest
ironchest:BlockIronChest:7, DirtChest 9000!
harvestcraft:pamblackberryCrop, tile.pamblackberryCrop.name
harvestcraft:blackberryItem, Blackberry
harvestcraft:blackberryseedItem, Blackberry Seed
harvestcraft:pamblueberryCrop, tile.pamblueberryCrop.name
harvestcraft:blueberryItem, Blueberry
harvestcraft:blueberryseedItem, Blueberry Seed
harvestcraft:pamcandleberryCrop, tile.pamcandleberryCrop.name
harvestcraft:candleberryItem, Candleberry
harvestcraft:candleberryseedItem, Candleberry Seed
harvestcraft:pamraspberryCrop, tile.pamraspberryCrop.name
harvestcraft:raspberryItem, Raspberry
harvestcraft:raspberryseedItem, Raspberry Seed
harvestcraft:pamstrawberryCrop, tile.pamstrawberryCrop.name
harvestcraft:strawberryItem, Strawberry
harvestcraft:strawberryseedItem, Strawberry Seed
harvestcraft:pamcactusfruitCrop, tile.pamcactusfruitCrop.name
harvestcraft:cactusfruitItem, Cactus Fruit
harvestcraft:cactusfruitseedItem, Cactus Fruit Seed
harvestcraft:pamasparagusCrop, tile.pamasparagusCrop.name
harvestcraft:asparagusItem, Asparagus
harvestcraft:asparagusseedItem, Asparagus Seed
harvestcraft:pambarleyCrop, tile.pambarleyCrop.name
harvestcraft:barleyItem, Barley
harvestcraft:barleyseedItem, Barley Seed
harvestcraft:pamoatsCrop, tile.pamoatsCrop.name
harvestcraft:oatsItem, Oats
harvestcraft:oatsseedItem, Oats Seed
harvestcraft:pamryeCrop, tile.pamryeCrop.name
harvestcraft:ryeItem, Rye
harvestcraft:ryeseedItem, Rye Seed
harvestcraft:pamcornCrop, tile.pamcornCrop.name
harvestcraft:cornItem, Corn
harvestcraft:cornseedItem, Corn Seed
harvestcraft:pambambooshootCrop, tile.pambambooshootCrop.name
harvestcraft:bambooshootItem, Bamboo Shoot
harvestcraft:bambooshootseedItem, Bamboo Shoot Seed
harvestcraft:pamcantaloupeCrop, tile.pamcantaloupeCrop.name
harvestcraft:cantaloupeItem, Cantaloupe
harvestcraft:cantaloupeseedItem, Cantaloupe Seed
harvestcraft:pamcucumberCrop, tile.pamcucumberCrop.name
harvestcraft:cucumberItem, Cucumber
harvestcraft:cucumberseedItem, Cucumber Seed
harvestcraft:pamwintersquashCrop, tile.pamwintersquashCrop.name
harvestcraft:wintersquashItem, Winter Squash
harvestcraft:wintersquashseedItem, Winter Squash Seed
harvestcraft:pamzucchiniCrop, tile.pamzucchiniCrop.name
harvestcraft:zucchiniItem, Zucchini
harvestcraft:zucchiniseedItem, Zucchini Seed
harvestcraft:pambeetCrop, tile.pambeetCrop.name
harvestcraft:beetItem, Beet
harvestcraft:beetseedItem, Beet Seed
harvestcraft:pamonionCrop, tile.pamonionCrop.name
harvestcraft:onionItem, Onion
harvestcraft:onionseedItem, Onion Seed
harvestcraft:pamparsnipCrop, tile.pamparsnipCrop.name
harvestcraft:parsnipItem, Parsnip
harvestcraft:parsnipseedItem, Parsnip Seed
harvestcraft:pampeanutCrop, tile.pampeanutCrop.name
harvestcraft:peanutItem, Peanut
harvestcraft:peanutseedItem, Peanut Seed
harvestcraft:pamradishCrop, tile.pamradishCrop.name
harvestcraft:radishItem, Radish
harvestcraft:radishseedItem, Radish Seed
harvestcraft:pamrutabagaCrop, tile.pamrutabagaCrop.name
harvestcraft:rutabagaItem, Rutabaga
harvestcraft:rutabagaseedItem, Rutabaga Seed
harvestcraft:pamsweetpotatoCrop, tile.pamsweetpotatoCrop.name
harvestcraft:sweetpotatoItem, Sweet Potato
harvestcraft:sweetpotatoseedItem, Sweet Potato Seed
harvestcraft:pamturnipCrop, tile.pamturnipCrop.name
harvestcraft:turnipItem, Turnip
harvestcraft:turnipseedItem, Turnip Seed
harvestcraft:pamrhubarbCrop, tile.pamrhubarbCrop.name
harvestcraft:rhubarbItem, Rhubarb
harvestcraft:rhubarbseedItem, Rhubarb Seed
harvestcraft:pamceleryCrop, tile.pamceleryCrop.name
harvestcraft:celeryItem, Celery
harvestcraft:celeryseedItem, Celery Seed
harvestcraft:pamgarlicCrop, tile.pamgarlicCrop.name
harvestcraft:garlicItem, Garlic
harvestcraft:garlicseedItem, Garlic Seed
harvestcraft:pamgingerCrop, tile.pamgingerCrop.name
harvestcraft:gingerItem, Ginger
harvestcraft:gingerseedItem, Ginger Seed
harvestcraft:pamspiceleafCrop, tile.pamspiceleafCrop.name
harvestcraft:spiceleafItem, Spice Leaf
harvestcraft:spiceleafseedItem, Spice Leaf Seed
harvestcraft:pamtealeafCrop, tile.pamtealeafCrop.name
harvestcraft:tealeafItem, Tea Leaf
harvestcraft:teaseedItem, Tea Seed
harvestcraft:pamcoffeebeanCrop, tile.pamcoffeebeanCrop.name
harvestcraft:coffeebeanItem, Coffee Beans
harvestcraft:coffeeseedItem, Coffee Seed
harvestcraft:pammustardseedsCrop, tile.pammustardseedsCrop.name
harvestcraft:mustardseedsItem, Mustard Seeds
harvestcraft:mustardseedItem, Mustard Seed
harvestcraft:pambroccoliCrop, tile.pambroccoliCrop.name
harvestcraft:broccoliItem, Broccoli
harvestcraft:broccoliseedItem, Broccoli Seed
harvestcraft:pamcauliflowerCrop, tile.pamcauliflowerCrop.name
harvestcraft:cauliflowerItem, Cauliflower
harvestcraft:cauliflowerseedItem, Cauliflower Seed
harvestcraft:pamleekCrop, tile.pamleekCrop.name
harvestcraft:leekItem, Leek
harvestcraft:leekseedItem, Leek Seed
harvestcraft:pamlettuceCrop, tile.pamlettuceCrop.name
harvestcraft:lettuceItem, Lettuce
harvestcraft:lettuceseedItem, Lettuce Seed
harvestcraft:pamscallionCrop, tile.pamscallionCrop.name
harvestcraft:scallionItem, Scallion
harvestcraft:scallionseedItem, Scallion Seed
harvestcraft:pamartichokeCrop, tile.pamartichokeCrop.name
harvestcraft:artichokeItem, Artichoke
harvestcraft:artichokeseedItem, Artichoke Seed
harvestcraft:pambrusselsproutCrop, tile.pambrusselsproutCrop.name
harvestcraft:brusselsproutItem, Brussel Sprout
harvestcraft:brusselsproutseedItem, Brussel Sprout Seed
harvestcraft:pamcabbageCrop, tile.pamcabbageCrop.name
harvestcraft:cabbageItem, Cabbage
harvestcraft:cabbageseedItem, Cabbage Seed
harvestcraft:pamspinachCrop, tile.pamspinachCrop.name
harvestcraft:spinachItem, Spinach
harvestcraft:spinachseedItem, Spinach Seed
harvestcraft:pamwhitemushroomCrop, tile.pamwhitemushroomCrop.name
harvestcraft:whitemushroomItem, White Mushroom
harvestcraft:whitemushroomseedItem, White Mushroom Spore
harvestcraft:pambeanCrop, tile.pambeanCrop.name
harvestcraft:beanItem, Beans
harvestcraft:beanseedItem, Bean Seed
harvestcraft:pamsoybeanCrop, tile.pamsoybeanCrop.name
harvestcraft:soybeanItem, Soybean
harvestcraft:soybeanseedItem, Soybean Seed
harvestcraft:pambellpepperCrop, tile.pambellpepperCrop.name
harvestcraft:bellpepperItem, Bellpepper
harvestcraft:bellpepperseedItem, Bellpepper Seed
harvestcraft:pamchilipepperCrop, tile.pamchilipepperCrop.name
harvestcraft:chilipepperItem, Chili Pepper
harvestcraft:chilipepperseedItem, Chili Pepper Seed
harvestcraft:pameggplantCrop, tile.pameggplantCrop.name
harvestcraft:eggplantItem, Eggplant
harvestcraft:eggplantseedItem, Eggplant Seed
harvestcraft:pamokraCrop, tile.pamokraCrop.name
harvestcraft:okraItem, Okra
harvestcraft:okraseedItem, Okra Seed
harvestcraft:pampeasCrop, tile.pampeasCrop.name
harvestcraft:peasItem, Peas
harvestcraft:peasseedItem, Peas Seed
harvestcraft:pamtomatoCrop, tile.pamtomatoCrop.name
harvestcraft:tomatoItem, Tomato
harvestcraft:tomatoseedItem, Tomato Seed
harvestcraft:pamcottonCrop, tile.pamcottonCrop.name
harvestcraft:cottonItem, Cotton
harvestcraft:cottonseedItem, Cotton Seed
harvestcraft:pampineappleCrop, tile.pampineappleCrop.name
harvestcraft:pineappleItem, Pineapple
harvestcraft:pineappleseedItem, Pineapple Seed
harvestcraft:pamgrapeCrop, tile.pamgrapeCrop.name
harvestcraft:grapeItem, Grape
harvestcraft:grapeseedItem, Grape Seed
harvestcraft:pamkiwiCrop, tile.pamkiwiCrop.name
harvestcraft:kiwiItem, Kiwi
harvestcraft:kiwiseedItem, Kiwi Seed
harvestcraft:pamcranberryCrop, tile.pamcranberryCrop.name
harvestcraft:cranberryItem, Cranberry
harvestcraft:cranberryseedItem, Cranberry Seed
harvestcraft:pamriceCrop, tile.pamriceCrop.name
harvestcraft:riceItem, Rice
harvestcraft:riceseedItem, Rice Seed
harvestcraft:pamseaweedCrop, tile.pamseaweedCrop.name
harvestcraft:seaweedItem, Seaweed
harvestcraft:seaweedseedItem, Seaweed Seed
harvestcraft:pamcurryleafCrop, tile.pamcurryleafCrop.name
harvestcraft:curryleafItem, Curry Leaf
harvestcraft:curryleafseedItem, Curry Leaf Seed
harvestcraft:pamsesameseedsCrop, tile.pamsesameseedsCrop.name
harvestcraft:sesameseedsItem, Sesame Seeds
harvestcraft:sesameseedsseedItem, Sesame Seeds Seed
harvestcraft:pamwaterchestnutCrop, tile.pamwaterchestnutCrop.name
harvestcraft:waterchestnutItem, Water Chestnut
harvestcraft:waterchestnutseedItem, Water Chestnut Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateItem, Date
harvestcraft:pamDate, tile.pamDate.name
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaItem, Papaya
harvestcraft:pamPapaya, tile.pamPapaya.name
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryItem, Cherry
harvestcraft:pamCherry, tile.pamCherry.name
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figItem, Fig
harvestcraft:pamFig, tile.pamFig.name
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruitItem, Dragonfruit
harvestcraft:pamDragonfruit, tile.pamDragonfruit.name
harvestcraft:apple_sapling, Apple Sapling
harvestcraft:pamApple, tile.pamApple.name
harvestcraft:lemon_sapling, Lemon Sapling
harvestcraft:lemonItem, Lemon
harvestcraft:pamLemon, tile.pamLemon.name
harvestcraft:pear_sapling, Pear Sapling
harvestcraft:pearItem, Pear
harvestcraft:pamPear, tile.pamPear.name
harvestcraft:olive_sapling, Olive Sapling
harvestcraft:oliveItem, Olive
harvestcraft:pamOlive, tile.pamOlive.name
harvestcraft:grapefruit_sapling, Grapefruit Sapling
harvestcraft:grapefruitItem, Grapefruit
harvestcraft:pamGrapefruit, tile.pamGrapefruit.name
harvestcraft:pomegranate_sapling, Pomegranate Sapling
harvestcraft:pomegranateItem, Pomegranate
harvestcraft:pamPomegranate, tile.pamPomegranate.name
harvestcraft:cashew_sapling, Cashew Sapling
harvestcraft:cashewItem, Cashew
harvestcraft:pamCashew, tile.pamCashew.name
harvestcraft:vanillabean_sapling, Vanilla Sapling
harvestcraft:vanillabeanItem, Vanilla Bean
harvestcraft:pamVanillabean, tile.pamVanillabean.name
harvestcraft:starfruit_sapling, Starfruit Sapling
harvestcraft:starfruitItem, Starfruit
harvestcraft:pamStarfruit, tile.pamStarfruit.name
harvestcraft:banana_sapling, Banana Sapling
harvestcraft:bananaItem, Banana
harvestcraft:pamBanana, tile.pamBanana.name
harvestcraft:plum_sapling, Plum Sapling
harvestcraft:plumItem, Plum
harvestcraft:pamPlum, tile.pamPlum.name
harvestcraft:avocado_sapling, Avocado Sapling
harvestcraft:avocadoItem, Avocado
harvestcraft:pamAvocado, tile.pamAvocado.name
harvestcraft:pecan_sapling, Pecan Sapling
harvestcraft:pecanItem, Pecan
harvestcraft:pamPecan, tile.pamPecan.name
harvestcraft:pistachio_sapling, Pistachio Sapling
harvestcraft:pistachioItem, Pistachio
harvestcraft:pamPistachio, tile.pamPistachio.name
harvestcraft:lime_sapling, Lime Sapling
harvestcraft:limeItem, Lime
harvestcraft:pamLime, tile.pamLime.name
harvestcraft:peppercorn_sapling, Peppercorn Sapling
harvestcraft:peppercornItem, Peppercorn
harvestcraft:pamPeppercorn, tile.pamPeppercorn.name
harvestcraft:almond_sapling, Almond Sapling
harvestcraft:almondItem, Almond
harvestcraft:pamAlmond, tile.pamAlmond.name
harvestcraft:gooseberry_sapling, Gooseberry Sapling
harvestcraft:gooseberryItem, Gooseberry
harvestcraft:pamGooseberry, tile.pamGooseberry.name
harvestcraft:peach_sapling, Peach Sapling
harvestcraft:peachItem, Peach
harvestcraft:pamPeach, tile.pamPeach.name
harvestcraft:chestnut_sapling, Chestnut Sapling
harvestcraft:chestnutItem, Chestnut
harvestcraft:pamChestnut, tile.pamChestnut.name
harvestcraft:coconut_sapling, Coconut Sapling
harvestcraft:coconutItem, Coconut
harvestcraft:pamCoconut, tile.pamCoconut.name
harvestcraft:mango_sapling, Mango Sapling
harvestcraft:mangoItem, Mango
harvestcraft:pamMango, tile.pamMango.name
harvestcraft:apricot_sapling, Apricot Sapling
harvestcraft:apricotItem, Apricot
harvestcraft:pamApricot, tile.pamApricot.name
harvestcraft:orange_sapling, Orange Sapling
harvestcraft:orangeItem, Orange
harvestcraft:pamOrange, tile.pamOrange.name
harvestcraft:walnut_sapling, Walnut Sapling
harvestcraft:walnutItem, Walnut
harvestcraft:pamWalnut, tile.pamWalnut.name
harvestcraft:persimmon_sapling, Persimmon Sapling
harvestcraft:persimmonItem, Persimmon
harvestcraft:pamPersimmon, tile.pamPersimmon.name
harvestcraft:nutmeg_sapling, Nutmeg Sapling
harvestcraft:nutmegItem, Nutmeg
harvestcraft:pamNutmeg, tile.pamNutmeg.name
harvestcraft:durian_sapling, Durian Sapling
harvestcraft:durianItem, Durian
harvestcraft:pamDurian, tile.pamDurian.name
harvestcraft:cinnamon_sapling, Cinnamon Sapling
harvestcraft:cinnamonItem, Cinnamon
harvestcraft:pamCinnamon, tile.pamCinnamon.name
harvestcraft:maple_sapling, Maple Sapling
harvestcraft:maplesyrupItem, Maple Syrup
harvestcraft:pamMaple, tile.pamMaple.name
harvestcraft:paperbark_sapling, Paperbark Sapling
harvestcraft:pamPaperbark, tile.pamPaperbark.name
harvestcraft:market, Market
harvestcraft:shippingbin, Shipping Bin
harvestcraft:well, Well
harvestcraft:groundtrap, Ground Trap
harvestcraft:watertrap, Water Trap
harvestcraft:beehive, Beehive
harvestcraft:apiary, Apiary
harvestcraft:honey, Honey Block
harvestcraft:honeycomb, Honeycomb Block
harvestcraft:pressedwax, Pressed Wax Block
harvestcraft:waxcomb, Waxcomb Block
harvestcraft:candleDeco1, White Candle
harvestcraft:candleDeco2, Orange Candle
harvestcraft:candleDeco3, Magenta Candle
harvestcraft:candleDeco4, Light Blue Candle
harvestcraft:candleDeco5, Yellow Candle
harvestcraft:candleDeco6, Lime Candle
harvestcraft:candleDeco7, Pink Candle
harvestcraft:candleDeco8, Dark Grey Candle
harvestcraft:candleDeco9, Light Grey Candle
harvestcraft:candleDeco10, Cyan Candle
harvestcraft:candleDeco11, Purple Candle
harvestcraft:candleDeco12, Blue Candle
harvestcraft:candleDeco13, Brown Candle
harvestcraft:candleDeco14, Green Candle
harvestcraft:candleDeco15, Red Candle
harvestcraft:candleDeco16, Black Candle
harvestcraft:aridgarden, Arid Garden
harvestcraft:frostgarden, Frost Garden
harvestcraft:shadedgarden, Shaded Garden
harvestcraft:soggygarden, Soggy Garden
harvestcraft:tropicalgarden, Tropical Garden
harvestcraft:windygarden, Windy Garden
harvestcraft:presser, Presser
harvestcraft:carrotcake, Carrot Cake
harvestcraft:cheesecake, Cheese Cake
harvestcraft:cherrycheesecake, Cherry Cheese Cake
harvestcraft:chocolatesprinklecake, Chocolate Sprinkles Cake
harvestcraft:holidaycake, Holiday Cake
harvestcraft:lamingtoncake, Lamington
harvestcraft:pavlovacake, Pavlova
harvestcraft:pineappleupsidedowncake, Pineapple Upside Down Cake
harvestcraft:pumpkincheesecake, Pumpkin Cheese Cake
harvestcraft:redvelvetcake, Red Velvet Cake
harvestcraft:ediblerootItem, Edible Root
harvestcraft:sunflowerseedsItem, Sunflower Seeds
harvestcraft:calamarirawItem, Raw Calamari
harvestcraft:calamaricookedItem, Cooked Calamari
harvestcraft:saltItem, Salt
harvestcraft:wovencottonItem, Woven Cotton
harvestcraft:freshwaterItem, Fresh Water
harvestcraft:freshmilkItem, Fresh Milk
harvestcraft:grilledasparagusItem, Grilled Asparagus
harvestcraft:bakedsweetpotatoItem, Baked Sweet Potato
harvestcraft:grilledeggplantItem, Grilled Eggplant
harvestcraft:toastItem, Toast
harvestcraft:cheeseItem, Cheese
harvestcraft:icecreamItem, Ice Cream
harvestcraft:grilledcheeseItem, Grilled Cheese
harvestcraft:applesauceItem, Apple Sauce
harvestcraft:pumpkinbreadItem, Pumpkin Bread
harvestcraft:caramelappleItem, Caramel Apple
harvestcraft:applepieItem, Apple Pie
harvestcraft:teaItem, Cup of Tea
harvestcraft:coffeeItem, Cup of Coffee
harvestcraft:popcornItem, Popcorn
harvestcraft:raisinsItem, Raisins
harvestcraft:ricecakeItem, Rice Cake
harvestcraft:toastedcoconutItem, Toasted Coconut
harvestcraft:roastedpumpkinseedsItem, Roasted Pumpkin Seeds
harvestcraft:vanillaItem, Vanilla
harvestcraft:toastedsesameseedsItem, Toasted Sesame Seeds
harvestcraft:flourItem, Flour
harvestcraft:doughItem, Dough
harvestcraft:pastaItem, Pasta
harvestcraft:heavycreamItem, Heavy Cream
harvestcraft:butterItem, Butter
harvestcraft:applejuiceItem, Apple Juice
harvestcraft:melonjuiceItem, Melon Juice
harvestcraft:carrotjuiceItem, Carrot Juice
harvestcraft:strawberryjuiceItem, Strawberry Juice
harvestcraft:grapejuiceItem, Grape Juice
harvestcraft:blueberryjuiceItem, Blueberry Juice
harvestcraft:cherryjuiceItem, Cherry Juice
harvestcraft:papayajuiceItem, Papaya Juice
harvestcraft:starfruitjuiceItem, Starfruit Juice
harvestcraft:orangejuiceItem, Orange Juice
harvestcraft:peachjuiceItem, Peach Juice
harvestcraft:limejuiceItem, Lime Juice
harvestcraft:mangojuiceItem, Mango Juice
harvestcraft:pomegranatejuiceItem, Pomegranate Juice
harvestcraft:blackberryjuiceItem, Blackberry Juice
harvestcraft:raspberryjuiceItem, Raspberry Juice
harvestcraft:kiwijuiceItem, Kiwi Juice
harvestcraft:cranberryjuiceItem, Cranberry Juice
harvestcraft:cactusfruitjuiceItem, Cactus Fruit Juice
harvestcraft:plumjuiceItem, Plum Juice
harvestcraft:pearjuiceItem, Pear Juice
harvestcraft:apricotjuiceItem, Apricot Juice
harvestcraft:figjuiceItem, Fig Juice
harvestcraft:grapefruitjuiceItem, Grapfruit Juice
harvestcraft:persimmonjuiceItem, Persimmon Juice
harvestcraft:pumpkinsoupItem, Pumpkin Soup
harvestcraft:melonsmoothieItem, Melon Smoothie
harvestcraft:carrotsoupItem, Carrot Soup
harvestcraft:glazedcarrotsItem, Glazed Carrots
harvestcraft:butteredpotatoItem, Buttered Potato
harvestcraft:loadedbakedpotatoItem, Loaded Baked Potato
